k1,mask_S_pct,mask_SU_pct,mask_SUR_pct,mask_SURC_pct,mask_SURC_se,delta_U_pp,delta_R_pp,delta_C_pp,cbcf_gap_pp,headline
0.05,2.38800710569974,2.38800710569974,1.10211796079162,1.37396013664444,0.002208128767053,0,1.28588914490812,-0.271842175852823,1.0140469690553,FALSE
0.1,2.54264151063634,2.54264151063634,1.34957168357047,1.50138071540691,0.00192370013674334,0,1.19306982706586,-0.151809031836433,1.04126079522943,FALSE
0.2,3.60865097019398,3.60865097019398,2.42792868372259,2.55839457353889,0.00159738894509171,0,1.18072228647139,-0.130465889816299,1.05025639665509,FALSE
0.3,29.547798176933,29.547798176933,11.2877581719687,11.414928363995,2.09576997822376,0,18.2600400049644,-0.127170192026341,18.132869812938,TRUE
0.4,36.9549838402625,36.9549838402625,31.2444265731965,22.4265604894678,1.75098224061702,0,5.71055726706595,8.8178660837287,14.5284233507947,FALSE
