arm,intensity,intensity_num,n_runs,eq_init_sys,eq_t0_sys,eq_frozen_sys,eq_zero_sys,eq_loss_resid_pct,eq_loss_frozen_pct,njc_bn,eq_t0,eq_final,n_defaults_ill,n_defaults_ins,prompted_liq_bn,repo_pledged_bn,cb_pledged_bn,eq_loss_pct,n_defaults,eq_init_sys_se,eq_t0_sys_se,eq_frozen_sys_se,eq_zero_sys_se,eq_loss_resid_pct_se,eq_loss_frozen_pct_se,njc_bn_se,eq_t0_se,eq_final_se,n_defaults_ill_se,n_defaults_ins_se,prompted_liq_bn_se,repo_pledged_bn_se,cb_pledged_bn_se,eq_loss_pct_se,n_defaults_se,arm_label,intensity_norm
mask_SUR,0.01,0.01,10,1178459608115.54,1157373365206.01,1153940139465.5,1153940139465.5,0.296639428876411,0.296639428876411,0,1157373365206.01,1153940139465.5,0,0,0,29.9554590988962,0,0.296639428876403,0,0,0,53717292.2872169,53717292.2872169,0.00464131056598621,0.00464131056598621,0,0,53717292.2872338,0,0,0,0.123612202637039,0,0.00464131056598767,0,S+U+R (+ repo),0.05
mask_SUR,0.05,0.05,10,1178459608115.54,1073028393567.91,1065124135021.88,1017701334272.35,5.15615985813709,0.736630884458824,466.076407879482,1073028393567.91,1017701334272.35,8,0,0,39.6343178094122,0,5.15615985813707,8,0,0,45883093.2014706,44740589.429145,0.00416956249222616,0.00427603719309845,0.0096833466745953,0,44740589.4291224,0,0,0,0.0715540809426303,0,0.00416956249222414,0,S+U+R (+ repo),0.25
mask_SUR,0.1,0.1,10,1178459608115.54,967597179020.28,959306013802.724,615338151356.592,36.4055451278145,0.856881912982703,3185.95312466724,970700923828.576,615338151356.592,13,3,0,65.8130171184307,0,36.6088837198573,16,0,0,78756650.4711838,34109664.6718813,0.00352519265366411,0.00813940472118026,0.0775443639824596,0,34109664.6718832,0,0,0,0.108538573614938,0,0.00351392110943418,0,S+U+R (+ repo),0.5
mask_SUR,0.15,0.15,10,1178459608115.54,862165964472.65,854409814135.228,554905541871.248,35.6381990547888,0.899612215864509,3431.53023446947,872709543738.346,554905541871.248,14,5,0,62.5701012947253,0,36.4157816477806,19,0,0,19227454.9204759,10486187.7762534,0.00121626092983958,0.00223013383881798,2.08788791507088,0,10486187.776239,0,0,0,0.54334972274452,0,0.00120156675854804,0,S+U+R (+ repo),0.75
mask_SUR,0.2,0.2,10,1178459608115.54,756734749925.02,749549508800.745,543784413955.317,28.140684168502,0.949505903486954,3498.45585999358,780730847592.044,543784413955.317,15,5,0,64.9020327676293,0,30.349311080448,20,0,0,16358628.7434855,5111728.43526942,0.000675498044166516,0.00216173880545414,0.37940567991523,0,5111728.43525121,0,0,0,0.166912476668453,0,0.000654736321872655,0,S+U+R (+ repo),1
mask_SURC,0.01,0.01,10,1178459608115.54,1157373365206.01,1153484576248.76,1153484576248.76,0.336001248530569,0.336001248530569,0,1157373365206.01,1153484576248.76,0,0,24.0071531865371,13.7349344954046,26.1457381452579,0.336001248530558,0,0,0,4426788.34016525,4426788.34016525,0.000382485762438232,0.000382485762438232,0,0,4426788.34021205,0,0,0.126228807065618,0.1703987585886,0.134430067636043,0.000382485762442276,0,S+U+R+C (+ CB),0.05
mask_SURC,0.05,0.05,10,1178459608115.54,1073028393567.91,1064284458996.72,1018788883814.41,5.05480657162719,0.814883802107006,446.848856404151,1073028393567.91,1018788883814.41,6.8,0,26.8779866924482,20.4815906855606,83.7090743542147,5.05480657162718,6.8,0,0,5974758.84167507,860414047.844241,0.0801855806427724,0.000556812743958104,13.4447892051493,0,860414047.844233,0.133333333333333,0,0.816242067783243,1.0845955270022,3.96332314353634,0.0801855806427716,0.133333333333333,S+U+R+C (+ CB),0.25
mask_SURC,0.1,0.1,10,1178459608115.54,967597179020.28,958124095740.075,651419782851.186,32.6765520843325,0.979031717495933,2927.49718394771,970700923828.576,651419782851.187,10.7,3,30.5144652228067,26.0233417081461,265.190189477482,32.8918138573621,13.7,0,0,34277655.603453,10239707414.8303,1.05826139604896,0.00354255431357914,86.6701355991963,0,10239707414.8303,0.334995854037363,0,6.66050514494001,0.326906409253951,23.2658964236696,1.05487768307086,0.334995854037363,S+U+R+C (+ CB),0.5
mask_SURC,0.15,0.15,10,1178459608115.54,862165964472.65,848564918349.195,575966453957.755,33.1954081126307,1.57754384699863,3308.18390458614,872709543738.346,575966453957.755,13,5,32.7560844555916,24.1827620035766,332.065835151597,34.0025031134024,18,0,0,58733217.8326475,10764961266.4858,1.24859501651405,0.0068122867583357,94.951305622185,0,10764961266.4858,0.333333333333333,0,11.9151691027072,0.308086749142642,21.7662622767589,1.23351020321984,0.333333333333333,S+U+R+C (+ CB),0.75
mask_SURC,0.2,0.2,10,1178459608115.54,756734749925.02,743505699467.161,548109036807.069,27.5691995297721,1.74817536252557,3504.88009998845,780730847592.044,548109036807.069,12.7,5,20.1753907554807,25.9419586792548,417.901462710982,29.7953912673535,17.7,0,0,99874293.7621151,2125187085.97268,0.280836460355924,0.0131980583384087,21.7008555229001,0,2125187085.97267,0.152752523165195,0,5.00758654776298,0.345288455919728,26.1136171770934,0.27220483122029,0.152752523165195,S+U+R+C (+ CB),1
