k1,mask_S_pct,mask_SU_pct,mask_SUR_pct,mask_SURC_pct,mask_SURC_se,delta_U_pp,delta_R_pp,delta_C_pp,cbcf_gap_pp,headline
0.05,3.62139454875485,3.62139454875485,1.85870110493565,2.34331229910597,0.0568578849174158,0,1.7626934438192,-0.484611194170318,1.27808224964888,FALSE
0.1,4.34285991781,4.34285991781,2.53856191415873,2.8748722991782,0.0892301911960964,0,1.80429800365127,-0.336310385019471,1.4679876186318,FALSE
0.2,53.9408551098365,53.9408551098365,48.9071119869877,38.0880155593314,2.56091055071363,0,5.03374312284883,10.8190964276562,15.8528395505051,FALSE
0.3,54.1420229968349,54.1420229968349,54.1820993726386,48.4253212019829,1.35411612404353,0,-0.0400763758037002,5.75677817065568,5.71670179485198,TRUE
0.4,56.5604979483921,56.5604979483921,56.8936843924908,54.1676149991015,0.750961763291783,0,-0.333186444098693,2.72606939338932,2.39288294929063,FALSE
