arm,intensity,group,step,cet1_pct,lcr_pct,n_banks
S,0.1,NL,5,17.1909719782743,22.3083906874311,5
S,0.1,NL,6,17.186965640152,22.3078929446896,5
S,0.1,NL,7,17.1827137493488,22.3073612589103,5
S,0.1,NL,8,17.1790502100574,22.3069050838757,5
S,0.1,NL,9,17.1778782419273,22.3067614787477,5
S,0.1,NL,10,17.1767641629653,22.3066249159204,5
S,0.1,NL,11,17.1758181038634,22.3065065086593,5
S,0.1,NL,12,17.1750092073685,22.3064039497954,5
S,0.1,NL,13,17.1743032379872,22.3063161694086,5
S,0.1,NL,14,17.1737010768848,22.3062416983001,5
S,0.1,Other euro area,0,19.8066543281419,47.3603253791201,16
S,0.1,Other euro area,1,19.7969083110974,47.3634516931356,16
S,0.1,Other euro area,2,19.7942936003068,47.3500931544636,16
S,0.1,Other euro area,3,19.7927231943953,47.333670359732,16
S,0.1,Other euro area,4,19.7915672663472,47.3142050734242,16
S,0.1,Other euro area,5,19.7907487588425,47.2918146901805,16
S,0.1,Other euro area,6,19.7904057678207,47.266636169986,16
S,0.1,Other euro area,7,19.7900846165158,47.2388124204478,16
S,0.1,Other euro area,8,19.7897767768329,47.2085215183221,16
S,0.1,Other euro area,9,19.7896120262882,47.1759735694669,16
S,0.1,Other euro area,10,19.7894563927319,47.1413338444372,16
S,0.1,Other euro area,11,19.7893638711688,47.1048042128313,16
S,0.1,Other euro area,12,20.3495749994397,47.9831789751199,15
S,0.1,Other euro area,13,20.3495204916039,47.9831694028759,15
S,0.1,Other euro area,14,20.3494751482201,47.983161347892,15
S,0.2,AT,0,14.8685745310859,25.280757934943,6
S,0.2,AT,1,14.8640910740439,25.2630357336992,6
S,0.2,AT,2,14.862708443006,25.2409527801683,6
S,0.2,AT,3,14.8624760995194,25.2091147978489,6
S,0.2,AT,4,14.8615617927661,25.1596059544132,6
S,0.2,AT,5,14.861206023855,25.1031485050293,6
S,0.2,AT,6,14.8610341565547,25.0403219860763,6
S,0.2,AT,7,14.8610099850319,24.9717519234095,6
S,0.2,AT,8,14.8609905270986,24.8980848964343,6
S,0.2,AT,9,14.8609720326532,24.8199803044666,6
S,0.2,AT,10,14.86095494586,24.7380928443542,6
S,0.2,AT,11,14.8609423620881,24.6530571451764,6
S,0.2,AT,12,14.8608796813671,24.56545659894,6
S,0.2,AT,13,14.8608272487186,24.4758504681102,6
S,0.2,AT,14,15.6139606340988,28.1414557074456,5
S,0.2,BE,0,18.2028760175117,21.7113552809925,4
S,0.2,BE,1,18.1996528107567,21.710637250343,4
S,0.2,BE,2,18.1973187859051,21.7101618700602,4
S,0.2,BE,3,18.194508636565,21.7096001820111,4
S,0.2,BE,4,18.1921989020322,21.7091429890979,4
S,0.2,BE,5,18.190260386373,21.7087480268297,4
S,0.2,BE,6,18.1891556716365,21.7085211076218,4
S,0.2,BE,7,18.1883606527931,21.7083537879034,4
S,0.2,BE,8,18.187835800218,21.7082444244074,4
S,0.2,BE,9,18.1873388700288,21.7081411309649,4
S,0.2,BE,10,18.1868811820505,21.708046179124,4
S,0.2,BE,11,18.1865446307824,21.7079764838513,4
S,0.2,BE,12,18.1862024676219,21.7079069180819,4
S,0.2,BE,13,18.1858621209285,21.7078377295363,4
S,0.2,BE,14,18.1855234675637,21.7077689009337,4
S,0.2,DE,0,16.7134241798382,19.7546518403399,14
S,0.2,DE,1,16.7017292743105,19.7545995998987,14
S,0.2,DE,2,16.6924724908977,19.7551806583741,14
S,0.2,DE,3,16.6839628979775,19.756233702057,14
S,0.2,DE,4,16.6781000424789,19.7582249513439,14
S,0.2,DE,5,16.675239607225,19.7589977638036,14
S,0.2,DE,6,16.673805162271,19.7554980418891,14
S,0.2,DE,7,16.672732211494,19.7513999493422,14
S,0.2,DE,8,16.6718928785434,19.7469426135619,14
S,0.2,DE,9,16.6711011567457,19.7421115506046,14
S,0.2,DE,10,16.6703751735869,19.7369239358851,14
S,0.2,DE,11,16.6698442012031,19.7314199480622,14
S,0.2,DE,12,16.6690884097646,19.7255627289263,14
S,0.2,DE,13,16.6684062296265,19.7193710339977,14
S,0.2,DE,14,16.6677660553072,19.7128631286633,14
S,0.2,ES,0,12.1967806854767,29.6401948527194,6
S,0.2,ES,1,12.1867204831412,29.6051034126069,6
S,0.2,ES,2,12.1831878633508,29.5536969503971,6
S,0.2,ES,3,12.1790850976916,29.4848182854747,6
S,0.2,ES,4,12.1790558602672,29.40060790457,6
S,0.2,ES,5,12.1844242488773,29.304737453547,6
S,0.2,ES,6,12.1944466272531,29.1979390218779,6
S,0.2,ES,7,12.2058824078718,29.0803627784284,6
S,0.2,ES,8,12.2179502347867,28.9527437449958,6
S,0.2,ES,9,12.2297535863406,28.8158456237914,6
S,0.2,ES,10,12.2387915560862,28.6690759114915,6
S,0.2,ES,11,12.2383418196149,28.5086781235755,6
S,0.2,ES,12,12.2376112321364,28.3402238047612,6
S,0.2,ES,13,12.2370071800434,28.1645988046873,6
S,0.2,ES,14,12.2364740184455,27.9826833154101,6
S,0.2,FR,0,13.8351114875019,19.9892959594808,5
S,0.2,FR,1,13.7186000550491,20.0056910800121,5
S,0.2,FR,2,13.6158084153913,20.0294013346067,5
S,0.2,FR,3,13.5330986897355,19.9939768092937,5
S,0.2,FR,4,13.4910694600255,19.9097662914579,5
S,0.2,FR,5,13.451821599492,19.8028086657007,5
S,0.2,FR,6,13.4301648655664,19.6819398662635,5
S,0.2,FR,7,13.4151766229697,19.5488592247892,5
S,0.2,FR,8,13.4032769279216,19.4053302842998,5
S,0.2,FR,9,13.3923984467957,19.2530875111348,5
S,0.2,FR,10,13.3826868188123,19.0940264535723,5
S,0.2,FR,11,13.3757705762487,18.9303651954026,5
S,0.2,FR,12,13.364880743818,18.7633248179839,5
S,0.2,FR,13,13.3557130225434,18.5949296236829,5
S,0.2,FR,14,13.3474968566828,18.4269967070391,5
S,0.2,GR,0,13.1245399681293,25.52192671131,4
S,0.2,GR,1,13.1238262719669,25.4598107249831,4
S,0.2,GR,2,13.1232097280164,25.3775550179672,4
S,0.2,GR,3,13.1222791163676,25.2757117830574,4
S,0.2,GR,4,13.121078518231,25.1549894173475,4
S,0.2,GR,5,13.1208056687415,25.0164757193333,4
S,0.2,GR,6,13.120641727944,24.8612652004332,4
S,0.2,GR,7,13.1206279466371,24.6905864655371,4
S,0.2,GR,8,13.1206266542839,24.5057186030581,4
S,0.2,GR,9,13.1206254051221,24.3079868045212,4
S,0.2,GR,10,13.1206242329139,24.0987347749845,4
S,0.2,GR,11,13.1206233548278,23.890607254821,4
S,0.2,GR,12,13.1206099916389,23.6869756539039,4
S,0.2,GR,13,13.1205966290789,23.4874723281151,4
S,0.2,GR,14,13.1205832671477,23.2917645504642,4
S,0.2,IT,0,14.4022049709639,37.0732408386335,7
S,0.2,IT,1,14.3555388616188,37.0659706153728,7
S,0.2,IT,2,14.3154703581848,37.0588761527231,7
S,0.2,IT,3,14.2772136551949,37.0523406410504,7
S,0.2,IT,4,14.2500907733244,37.0476139917268,7
S,0.2,IT,5,14.2320753715321,37.0442897226672,7
S,0.2,IT,6,14.223542689434,37.0425477758931,7
S,0.2,IT,7,14.2169089799999,37.0411302534481,7
S,0.2,IT,8,14.2111326429497,37.0399341442909,7
S,0.2,IT,9,14.2057142647172,37.0388179607509,7
S,0.2,IT,10,14.2007699837419,37.037799521094,7
S,0.2,IT,11,14.1971707872581,37.0370581710454,7
S,0.2,IT,12,14.192674642031,37.0362977482073,7
S,0.2,IT,13,14.1886088188047,37.0355669022463,7
S,0.2,IT,14,14.1847910835961,37.0348418404546,7
S,0.2,NL,0,17.0038707272317,22.2957245524578,5
S,0.2,NL,1,16.9928439821779,22.2944465498807,5
S,0.2,NL,2,16.9807083411359,22.2929565839666,5
S,0.2,NL,3,16.9678854054282,22.2913494256689,5
S,0.2,NL,4,16.958110757751,22.2902286877242,5
S,0.2,NL,5,16.9494586296002,22.2894507441116,5
S,0.2,NL,6,16.9441837668594,22.2890837958289,5
S,0.2,NL,7,16.9408824179304,22.2888455758191,5
S,0.2,NL,8,16.9394737258743,22.2886776859332,5
S,0.2,NL,9,16.9381366080924,22.2885221205933,5
S,0.2,NL,10,16.9369033358931,22.2883781182524,5
S,0.2,NL,11,16.9359959895939,22.2882717544696,5
S,0.2,NL,12,16.9350622628208,22.2881649988097,5
S,0.2,NL,13,16.9341403255265,22.2880587202486,5
S,0.2,NL,14,16.9332266944035,22.2879529159474,5
S,0.2,Other euro area,0,19.3447020104715,47.2834070212624,16
S,0.2,Other euro area,1,19.3344651017786,47.281002645685,16
S,0.2,Other euro area,2,19.3315354467148,47.2642824984435,16
S,0.2,Other euro area,3,19.3295892390587,47.2437356280968,16
S,0.2,Other euro area,4,19.3282392383592,47.2194709762441,16
S,0.2,Other euro area,5,19.3275115256067,47.1916489157115,16
S,0.2,Other euro area,6,19.3272257683287,47.1605026093953,16
S,0.2,Other euro area,7,19.3270896615306,47.1262468580123,16
S,0.2,Other euro area,8,19.3269742913756,47.0891308003913,16
S,0.2,Other euro area,9,19.3268713300297,47.049426309541,16
S,0.2,Other euro area,10,19.3267811395712,47.0074173276614,16
S,0.2,Other euro area,11,19.8797607944107,47.9041719707661,15
S,0.2,Other euro area,12,19.8795149655813,47.904157961648,15
S,0.2,Other euro area,13,19.8793316307698,47.9041440656844,15
S,0.2,Other euro area,14,19.8791830485286,47.9041302798706,15
S,0.3,AT,0,14.6063322106928,25.2515954591139,6
S,0.3,AT,1,14.6020754334512,25.2342352511082,6
S,0.3,AT,2,14.600902864842,25.2049410226313,6
S,0.3,AT,3,14.5996818942968,25.1533697467409,6
S,0.3,AT,4,14.5991768892566,25.0926428936286,6
S,0.3,AT,5,14.5990817768893,25.0233985875237,6
S,0.3,AT,6,14.5990435571887,24.9463332647865,6
S,0.3,AT,7,14.5990047844882,24.8621980979192,6
S,0.3,AT,8,14.5989663290089,24.7717801092365,6
S,0.3,AT,9,14.598943922416,24.67588259608,6
S,0.3,AT,10,14.5989287363432,24.5752950670954,6
S,0.3,AT,11,14.5989133485115,24.470780271873,6
S,0.3,AT,12,14.5989105500364,24.3630620987854,6
S,0.3,AT,13,14.5989101918878,24.2536446151916,6
S,0.3,AT,14,15.3242278462878,27.8938023849303,5
S,0.3,BE,0,17.9570308429838,21.6955586083177,4
S,0.3,BE,1,17.9523911480886,21.6945440171022,4
S,0.3,BE,2,17.9489407790075,21.6938462952274,4
S,0.3,BE,3,17.9453759942952,21.6931405804571,4
S,0.3,BE,4,17.9434714233947,21.6927635378319,4
S,0.3,BE,5,17.942611046875,21.6925865593715,4
S,0.3,BE,6,17.9418735086985,21.6924336284524,4
S,0.3,BE,7,17.9411565216987,21.6922856074763,4
S,0.3,BE,8,17.9404766692797,21.6921457385411,4
S,0.3,BE,9,17.9402461574164,21.6920989321938,4
S,0.3,BE,10,17.9402188648686,21.6920940371529,4
S,0.3,BE,11,17.9401906676744,21.6920889734314,4
S,0.3,BE,12,17.940175639341,21.6920861415589,4
S,0.3,BE,13,17.9401629543815,21.6920837009044,4
S,0.3,BE,14,17.9401500345988,21.6920812151254,4
S,0.3,DE,0,16.3058655615086,19.7333758694029,14
S,0.3,DE,1,16.2907507828836,19.7333330711159,14
S,0.3,DE,2,16.2805853553179,19.7344930996084,14
S,0.3,DE,3,16.2719528375882,19.7358455249112,14
S,0.3,DE,4,16.2662697306266,19.730702027413,14
S,0.3,DE,5,16.2640052145368,19.723722395495,14
S,0.3,DE,6,16.2626088532809,19.7158883896938,14
S,0.3,DE,7,16.2612174795773,19.7072106761231,14
S,0.3,DE,8,16.2598647900096,19.697731878635,14
S,0.3,DE,9,16.2592151609197,19.6876219069498,14
S,0.3,DE,10,16.2588766385806,19.6768481561751,14
S,0.3,DE,11,16.2585336708358,19.665395930709,14
S,0.3,DE,12,16.2584562557169,19.6533281520821,14
S,0.3,DE,13,16.2584290049108,19.6406884917885,14
S,0.3,DE,14,16.2584012594248,19.6275271424848,14
S,0.3,ES,0,11.8895937937494,29.5971885051523,6
S,0.3,ES,1,11.8752968603249,29.5422085513998,6
S,0.3,ES,2,11.869425131639,29.4697128348628,6
S,0.3,ES,3,11.8637655314652,29.3717638827549,6
S,0.3,ES,4,11.8705255004267,29.2581333486897,6
S,0.3,ES,5,11.8835548713377,29.1289971614905,6
S,0.3,ES,6,11.8988518025218,28.9846689672566,6
S,0.3,ES,7,11.9149438855641,28.8261741650583,6
S,0.3,ES,8,11.9197109982135,28.6468346295234,6
S,0.3,ES,9,11.9193483490103,28.4506962941884,6
S,0.3,ES,10,11.9192528887793,28.2421021722029,6
S,0.3,ES,11,11.9191552810607,28.0223552723384,6
S,0.3,ES,12,11.9191213457152,27.7927972001834,6
S,0.3,ES,13,12.0491622809961,25.7133658299208,5
S,0.3,ES,14,12.0491359873863,25.5427761105796,5
S,0.3,FR,0,13.4606190937783,19.9626080618031,5
S,0.3,FR,1,13.3052109797305,19.9799579960545,5
S,0.3,FR,2,13.1770155365237,19.988328595073,5
S,0.3,FR,3,13.1021154159908,19.9103388596916,5
S,0.3,FR,4,13.0516619291078,19.7935140026372,5
S,0.3,FR,5,13.024616315499,19.6588306532193,5
S,0.3,FR,6,13.0064874643071,19.5086319549355,5
S,0.3,FR,7,12.9901396149597,19.3451055470225,5
S,0.3,FR,8,12.9755415441932,19.1707597561546,5
S,0.3,FR,9,12.9706432351657,18.9894147976043,5
S,0.3,FR,10,12.969787357304,18.8042131159095,5
S,0.3,FR,11,12.9689065823909,18.6176362611531,5
S,0.3,FR,12,12.9684845950037,18.4320711543136,5
S,0.3,FR,13,12.968145685729,18.2501570262367,5
S,0.3,FR,14,12.9678009150943,18.0806805942883,5
S,0.3,GR,0,12.831607976571,25.474751862657,4
S,0.3,GR,1,12.8307660175348,25.3976999501866,4
S,0.3,GR,2,12.8298918967413,25.2954088596527,4
S,0.3,GR,3,12.8286267564798,25.1688132959113,4
S,0.3,GR,4,12.8279257961085,25.0190125519505,4
S,0.3,GR,5,12.8278738256787,24.8473806798649,4
S,0.3,GR,6,12.827855598646,24.6553598033413,4
S,0.3,GR,7,12.8278358389054,24.4445152199867,4
S,0.3,GR,8,12.8278148855796,24.216501626917,4
S,0.3,GR,9,12.8277940039828,23.9738090806646,4
S,0.3,GR,10,12.8277729933268,23.7343726536623,4
S,0.3,GR,11,12.8277516742122,23.4978445265897,4
S,0.3,GR,12,12.8277480069708,23.2639230762575,4
S,0.3,GR,13,12.8277478155499,23.0323474941628,4
S,0.3,GR,14,12.8277476205782,22.8028947088762,4
S,0.3,IT,0,13.7894005603862,36.9947233486996,7
S,0.3,IT,1,13.7343089083084,36.986661797951,7
S,0.3,IT,2,13.6868606958095,36.9789602395067,7
S,0.3,IT,3,13.64982440553,36.9739660225132,7
S,0.3,IT,4,13.6334742122777,36.9727815389154,7
S,0.3,IT,5,13.6289597955448,36.9739050018528,7
S,0.3,IT,6,13.6256973014498,36.9748360176657,7
S,0.3,IT,7,13.6214928271546,36.9752619920418,7
S,0.3,IT,8,13.6182385584822,36.975522211322,7
S,0.3,IT,9,13.6198694724394,36.97636527376,7
S,0.3,IT,10,13.6236911154664,36.9772409997842,7
S,0.3,IT,11,13.6259715800848,36.9660859120109,7
S,0.3,IT,12,13.6287172051896,36.9518242630748,7
S,0.3,IT,13,13.6316590319141,36.9366169358999,7
S,0.3,IT,14,13.6346419766971,36.9204700542895,7
S,0.3,NL,0,16.7813736429535,22.2788180512642,5
S,0.3,NL,1,16.7616223715493,22.276384973885,5
S,0.3,NL,2,16.7439440322926,22.2744632045228,5
S,0.3,NL,3,16.7279468438861,22.2731217578523,5
S,0.3,NL,4,16.7208755199665,22.272309491033,5
S,0.3,NL,5,16.7181390960372,22.2719859045854,5
S,0.3,NL,6,16.7161618857323,22.2717498086972,5
S,0.3,NL,7,16.7142284904658,22.2715249925647,5
S,0.3,NL,8,16.7123878442135,22.2713106176617,5
S,0.3,NL,9,16.7117532769956,22.271236558147,5
S,0.3,NL,10,16.7116646816301,22.2712266128032,5
S,0.3,NL,11,16.7115730585162,22.2712163007928,5
S,0.3,NL,12,16.7115214328226,22.2712100496541,5
S,0.3,NL,13,16.7114767527725,22.2712044878952,5
S,0.3,NL,14,16.7114312556121,22.2711988245541,5
S,0.3,Other euro area,0,18.8827257866922,47.2065529943484,16
S,0.3,Other euro area,1,18.8719213769445,47.1983090132566,16
S,0.3,Other euro area,2,18.8687035359749,47.1780592478357,16
S,0.3,Other euro area,3,18.8664987998237,47.1532122334642,16
S,0.3,Other euro area,4,18.8652657742348,47.1239689450085,16
S,0.3,Other euro area,5,18.864728215471,47.0905717339382,16
S,0.3,Other euro area,6,18.86453431133,47.0532917984173,16
S,0.3,Other euro area,7,18.8643556274779,47.0124590723495,16
S,0.3,Other euro area,8,18.8641927471222,46.9684378236677,16
S,0.3,Other euro area,9,19.4099350020569,47.8252078299195,15
S,0.3,Other euro area,10,19.4098956066856,47.8252064593293,15
S,0.3,Other euro area,11,19.4098555521987,47.8252050469598,15
S,0.3,Other euro area,12,19.4098467027602,47.8252043556836,15
S,0.3,Other euro area,13,19.4098439297646,47.8252037950528,15
S,0.3,Other euro area,14,19.4098411059765,47.8252032241198,15
S,0.4,AT,0,14.3439126397186,25.2224343401562,6
S,0.4,AT,1,14.3396425153571,25.2054868919276,6
S,0.4,AT,2,14.3380742668127,25.1577126734004,6
S,0.4,AT,3,14.3371318753196,25.0963314158143,6
S,0.4,AT,4,14.3368977631052,25.0240976867988,6
S,0.4,AT,5,14.3368155867755,24.9417809187741,6
S,0.4,AT,6,14.3367745842581,24.8502351328757,6
S,0.4,AT,7,14.3367458868818,24.7503836177145,6
S,0.4,AT,8,14.3367451784044,24.6431939444152,6
S,0.4,AT,9,14.3367444289706,24.5296340710541,6
S,0.4,AT,10,14.3367436476476,24.410666294399,6
S,0.4,AT,11,14.3367428432028,24.2872189352588,6
S,0.4,AT,12,14.3367420239328,24.1603861943236,6
S,0.4,AT,13,15.0341375088659,27.7313220562804,5
S,0.4,AT,14,15.0341365170296,27.6475415120481,5
S,0.4,BE,0,17.7111608170978,21.6797590273154,4
S,0.4,BE,1,17.7049479857828,21.6784165895801,4
S,0.4,BE,2,17.7005245225417,21.6775338817895,4
S,0.4,BE,3,17.697817978166,21.6770123163518,4
S,0.4,BE,4,17.6963997492616,21.6767272367237,4
S,0.4,BE,5,17.6955381097992,21.6765502291557,4
S,0.4,BE,6,17.694678001531,21.6763733076339,4
S,0.4,BE,7,17.6939077639363,21.6762150911728,4
S,0.4,BE,8,17.6938828391338,21.67621031158,4
S,0.4,BE,9,17.693856486898,21.6762052584908,4
S,0.4,BE,10,17.6938290285123,21.6761999935501,4
S,0.4,BE,11,17.6938007742707,21.6761945762871,4
S,0.4,BE,12,17.6937720174598,21.6761890629607,4
S,0.4,BE,13,17.6937430297866,21.6761835056831,4
S,0.4,BE,14,17.6937140582352,21.6761779518185,4
S,0.4,DE,0,15.8969200991947,19.7120903292143,14
S,0.4,DE,1,15.8783612903733,19.7120600242923,14
S,0.4,DE,2,15.8665827278815,19.7126209647251,14
S,0.4,DE,3,15.8576218541699,19.7070409647129,14
S,0.4,DE,4,15.8532393450125,19.6974804201712,14
S,0.4,DE,5,15.8509486448923,19.686619754108,14
S,0.4,DE,6,15.8493799570033,19.674445740012,14
S,0.4,DE,7,15.8481477593563,19.661056168643,14
S,0.4,DE,8,15.8480940525412,19.6467284448935,14
S,0.4,DE,9,15.8480373110344,19.6313256989421,14
S,0.4,DE,10,15.8479782346638,19.614943242336,14
S,0.4,DE,11,15.8479174985646,19.5976802517771,14
S,0.4,DE,12,15.8478557402558,19.5796383400745,14
S,0.4,DE,13,15.8477935500007,19.5609201070491,14
S,0.4,DE,14,15.847731464449,19.5416277129193,14
S,0.4,ES,0,11.5807665664747,29.5487660492791,6
S,0.4,ES,1,11.5624852570428,29.4781485077715,6
S,0.4,ES,2,11.5520404199178,29.3801086345353,6
S,0.4,ES,3,11.5537923560361,29.2566774563389,6
S,0.4,ES,4,11.5663275832969,29.1129373045918,6
S,0.4,ES,5,11.5837738289878,28.9493464272633,6
S,0.4,ES,6,11.6016751800548,28.7657248662497,6
S,0.4,ES,7,11.600622975894,28.5507880161046,6
S,0.4,ES,8,11.6005791115999,28.3177364157531,6
S,0.4,ES,9,11.6005327608658,28.0683475015911,6
S,0.4,ES,10,11.6004844935767,27.8044806288396,6
S,0.4,ES,11,11.6004348595295,27.5280339651276,6
S,0.4,ES,12,11.7226930638396,25.3822050887323,5
S,0.4,ES,13,11.7226332016138,25.1629006560787,5
S,0.4,ES,14,11.7225734237725,24.9360255639794,5
S,0.4,FR,0,13.0845870505673,19.9359346528075,5
S,0.4,FR,1,12.8829774693724,19.954693350428,5
S,0.4,FR,2,12.7474410714119,19.934769217325,5
S,0.4,FR,3,12.6818823477044,19.8198418303626,5
S,0.4,FR,4,12.6364425194867,19.6786554666194,5
S,0.4,FR,5,12.6121139479217,19.517667425678,5
S,0.4,FR,6,12.5930426312432,19.3399029515108,5
S,0.4,FR,7,12.5769378809727,19.1487291046708,5
S,0.4,FR,8,12.5762705201971,18.9494667783293,5
S,0.4,FR,9,12.5755666575035,18.7455288227525,5
S,0.4,FR,10,12.5748351933399,18.5402070423909,5
S,0.4,FR,11,12.5740846832013,18.3391532318298,5
S,0.4,FR,12,12.5733231771715,18.152677676293,5
