amp,mask_S_pct,mask_SU_pct,mask_SUR_pct,mask_SURC_pct,mask_SURC_se,delta_U_pp,delta_R_pp,delta_C_pp,cbcf_gap_pp,headline
0.5,13.4559889964613,13.4559889964613,2.75463652066704,4.40380651097022,1.08527888519187,0,10.7013524757943,-1.64916999030317,9.05218248549112,FALSE
1,29.547798176933,29.547798176933,11.2877581719687,11.414928363995,2.09576997822376,0,18.2600400049644,-0.127170192026341,18.132869812938,TRUE
2,29.9606073909877,29.9606073909877,13.8910019075306,12.5644164797053,1.90205941879587,0,16.069605483457,1.32658542782533,17.3961909112823,FALSE
5,34.51556373416,34.51556373416,31.1172201977461,25.077078464928,2.21298018428872,0,3.39834353641385,6.04014173281805,9.4384852692319,FALSE
10,41.4478458440813,41.4478458440813,34.2637085045805,27.9314930727787,1.53952095828144,0,7.18413733950079,6.33221543180178,13.5163527713026,FALSE
